"Code" "Name" "Rev" "Common"
"14740" "Sitta pusilla" "Sitta pusilla" "Brown-headed nuthatch"
"14750" "Sitta leucopsis" "Sitta leucopsis" "White-cheeked Nuthatch"
"14760" "Sitta carolinensis" "Sitta carolinensis" "White-breasted nuthatch"
"14770" "Sitta himalayensis" "Sitta himalayensis" "White-tailed Nuthatch"
"14780" "Sitta castanea" "Sitta castanea" "チャバラゴジュウカラ"
"14790" "Sitta europaea" "Sitta europaea" "Wood Nuthatch"
"14791" "Sitta europaea europaea" "Sitta europaea europaea" "NA"
"14792" "Sitta europaea asiatica" "Sitta europaea asiatica" "シロハラゴジュウカラ"
"14793" "Sitta europaea caesia" "Sitta europaea caesia" "NA"
"14800" "Sitta tephronota" "Sitta tephronota" "Eastern Rock Nuthatch"
"14810" "Sitta neumayer" "Sitta neumayer" "Western Rock Nuthatch"
"14820" "Tichodroma muraria" "Tichodroma muraria" "Wallcreeper"
"14830" "Certhia discolor" "Certhia discolor" "Sikkim Treecreeper"
"14840" "Certhia himalayana" "Certhia himalayana" "Bar-tailed Treecreeper"
"14850" "Certhia nipalensis" "Certhia nipalensis" "Rusty-flanked Treecreeper"
"14860" "Certhia familiaris" "Certhia familiaris" "Eurasian tree creeper"
"14861" "Certhia familiaris familiaris" "Certhia familiaris familiaris" "NA"
"14862" "Certhia familiaris britannica" "Certhia familiaris brittanica" "NA"
"14863" "Certhia familiaris corsa" "Certhia familiaris corsa" "NA"
"14864" "Certhia familiaris macrodactyla" "Certhia familiaris macrodactyla" "NA"
"14870" "Certhia brachydactyla" "Certhia brachydactyla" "Short-toed Treecreeper"
"14880" "Cephalopyrus flammiceps" "Cephalopyrus flammiceps" "Fire-capped Tit"
"14890" "Auriparus flaviceps" "Auriparus flaviceps" "Verdin"
"14900" "Remiz pendulinus" "Remiz pendulinus" "Eurasian penduline tit"
"14901" "Remiz pendulinus pendulinus" "Remiz pendulinus pendulinus" "NA"
"14902" "Remiz pendulinus coronatus" "Remiz pendulinus" "Eurasian penduline tit"
"14903" "Remiz pendulinus macronyx" "Remiz pendulinus" "Eurasian penduline tit"
"14910" "Anthreptes platurus" "Anthreptes platurus" "NA"
"14920" "Anthreptes metallicus" "Anthreptes metallicus" "Erznektarvogel"
"14930" "Nectarinia asiatica" "Nectarinia asiatica" "Purple sunbird"
"14940" "Nectarinia habessinica" "Nectarinia habessinica" "Glanznektarvogel"
"14950" "Nectarinia osea" "Nectarinia osea" "Jerichonektarvogel"
"14960" "Aethopyga gouldiae" "Aethopyga gouldiae" "Gould's sunbird"
"14970" "Aethopyga nipalensis" "Aethopyga nipalensis" "Green-tailed Sunbird"
"14980" "Aethopyga ignicauda" "Aethopyga ignicauda" "Fire-tailed Sunbird"
"14990" "Dicaeum melanoxanthum" "Dicaeum melanoxanthum" "Yellow-bellied Flowerpecker"
"15000" "Dicaeum ignipectus" "Dicaeum ignipectus" "Fire-breasted Flowerpecker"
"15010" "Zosterops palpebrosa" "Zosterops palpebrosus" "Oriental White-eye"
"15020" "Zosterops erythropleura" "Zosterops erythropleurus" "Chestnut-flanked White-eye"
"15030" "Zosterops japonica" "Zosterops japonicus" "Japanese White-eye"
"15040" "Zosterops abyssinica" "Zosterops abyssinicus" "White-breasted White-eye"
"15049" "Zosterops sp." "Zosterops" "Everett's White-eye"
"15050" "Apalopteron familiare" "Apalopteron familiare" "Bonin White-eye"
"15060" "Oriolus traillii" "Oriolus traillii" "Maroon oriole"
"15070" "Oriolus chinensis" "Oriolus chinensis" "Black-naped oriole"
"15080" "Oriolus oriolus" "Oriolus oriolus" "Eurasian golden oriole"
"15090" "Tchagra senegala" "Tchagra senegala" "Black-crowned Tchagra"
"15100" "Rhodophoneus cruentus" "Rhodophoneus cruentus" "Rosy-patched Bushshrike"
"15110" "Lanius tigrinus" "Lanius tigrinus" "Tiger Shrike"
"15120" "Lanius bucephalus" "Lanius bucephalus" "Bull-headed Shrike"
"15130" "Lanius cristatus" "Lanius cristatus" "Brown Shrike"
"15140" "Lanius isabellinus" "Lanius isabellinus" "Isabelline Shrike"
"15150" "Lanius collurio" "Lanius collurio" "Red-backed shrike"
"15151" "Lanius collurio collurio" "Lanius collurio collurio" "NA"
"15152" "Lanius collurio phoenicuroides" "Lanius collurio" "Red-backed shrike"
"15153" "Lanius collurio isabellinus" "Lanius collurio isabellinus" "NA"
"15160" "Lanius vittatus" "Lanius vittatus" "Bay-backed Shrike"
"15170" "Lanius schach" "Lanius schach" "Long-tailed Shrike"
"15180" "Lanius tephronotus" "Lanius tephronotus" "Gray-backed Shrike"
"15190" "Lanius minor" "Lanius minor" "Lesser grey shrike"
"15200" "Lanius excubitor" "Lanius excubitor" "Great Grey Shrike"
"15201" "Lanius excubitor excubitor" "Lanius excubitor excubitor" "NA"
"15202" "Lanius excubitor elegans" "Lanius excubitor elegans" "NA"
"15203" "Lanius excubitor meridionalis" "Lanius excubitor meridionalis" "NA"
"15204" "Lanius excubitor homeyeri" "Lanius excubitor homeyeri" "NA"
"15205" "Lanius excubitor algeriensis" "Lanius excubitor algeriensis" "NA"
"15206" "Lanius pallidirostris" "Lanius pallidirostris" "NA"
"15210" "Lanius sphenocercus" "Lanius sphenocercus" "Chinese Grey Shrike"
"15220" "Lanius ludovicianus" "Lanius ludovicianus" "Loggerhead Shrike"
"15230" "Lanius senator" "Lanius senator" "Woodchat shrike"
"15231" "Lanius senator senator" "Lanius senator senator" "Picanço-barreteiro"
"15232" "Lanius senator badius" "Lanius senator badius" "NA"
"15233" "Lanius senator niloticus" "Lanius senator niloticus" "NA"
"15240" "Lanius nubicus" "Lanius nubicus" "Masked shrike"
"15249" "Lanius sp." "Lanius" "モズ属"
"15250" "Dicrurus macrocercus" "Dicrurus macrocercus" "Black Drongo"
"15260" "Dicrurus leucophaeus" "Dicrurus leucophaeus" "Ashy Drongo"
"15270" "Dicrurus hottentottus" "Dicrurus hottentottus" "Hair-crested Drongo"
"15280" "Cyanocorax dickeyi" "Cyanocorax dickeyi" "Tufted Jay"
"15290" "Cyanocorax yncas" "Cyanocorax yncas" "Green Jay"
"15300" "Cyanocorax formosa" "Cyanocorax formosus" "NA"
"15310" "Cyanocorax morio" "Cyanocorax morio" "Brown Jay"
"15320" "Cyanocorax sanblasiana" "Cyanocorax sanblasiana" "NA"
"15330" "Cyanocorax beecheii" "Cyanocorax beecheii" "Purplish-backed Jay"
"15340" "Cyanocitta stelleri" "Cyanocitta stelleri" "Steller's jay"
"15350" "Cyanocitta cristata" "Cyanocitta cristata" "Blue jay"
"15360" "Aphelocoma ultramarina" "Aphelocoma ultramarina" "Transvolcanic Jay"
"15370" "Aphelocoma coerulescens" "Aphelocoma coerulescens" "Florida scrub-jay"
"15380" "Gymnorhinus cyanocephalus" "Gymnorhinus cyanocephalus" "Pinyon Jay"
"15390" "Garrulus glandarius" "Garrulus glandarius" "Eurasian Jay"
"15400" "Garrulus lanceolatus" "Garrulus lanceolatus" "Black-headed jay"
"15410" "Garrulus lidthi" "Garrulus lidthi" "Lidth's Jay"
"15420" "Perisoreus canadensis" "Perisoreus canadensis" "Gray Jay"
"15430" "Perisoreus infaustus" "Perisoreus infaustus" "Siberian jay"
"15440" "Perisoreus internigrans" "Perisoreus internigrans" "Sichuan Jay"
"15450" "Urocissa flavirostris" "Urocissa flavirostris" "Gold-billed Magpie"
"15460" "Urocissa erythrorhyncha" "Urocissa erythrorhyncha" "Red-billed blue magpie"
"15470" "Cyanopica cyana" "Cyanopica cyana" "NA"
"15480" "Dendrocitta formosae" "Dendrocitta formosae" "Grey treepie"
"15490" "Pica pica" "Pica pica" "Eurasian Magpie"
"15491" "Pica pica pica" "Pica pica pica" "NA"
"15492" "Pica pica melanotus" "Pica pica melanotos" "NA"
"15493" "Pica pica mauritanica" "Pica pica mauritanica" "NA"
"15500" "Pica nuttalli" "Pica nuttalli" "Yellow-billed Magpie"
"15510" "Podoces hendersoni" "Podoces hendersoni" "Mongolian Ground-Jay"
"15520" "Podoces biddulphi" "Podoces biddulphi" "Xinjiang Ground-Jay"
"15530" "Podoces panderi" "Podoces panderi" "Turkestan ground jay"
"15540" "Podoces pleskei" "Podoces pleskei" "Iranian Ground-Jay"
"15550" "Pseudopodoces humilis" "Pseudopodoces humilis" "Ground Tit"
"15560" "Nucifraga columbiana" "Nucifraga columbiana" "Clark's Nutcracker"
"15570" "Nucifraga caryocatactes" "Nucifraga caryocatactes" "Spotted nutcracker"
"15571" "Nucifraga caryocatactes caryocatactes" "Nucifraga caryocatactes caryocatactes" "NA"
"15572" "Nucifraga caryocatactes macrorhynchos" "Nucifraga caryocatactes macrorhynchos" "NA"
"15580" "Pyrrhocorax graculus" "Pyrrhocorax graculus" "Yellow-billed chough"
"15590" "Pyrrhocorax pyrrhocorax" "Pyrrhocorax pyrrhocorax" "Cornish Chough"
"15600" "Corvus monedula" "Corvus monedula" "コクマルガラス"
"15601" "Corvus monedula monedula" "Corvus monedula monedula" "NA"
"15602" "Corvus monedula soemmerringii" "Corvus monedula soemmeringii" "NA"
"15603" "Corvus monedula spermologus" "Corvus monedula spermologus" "NA"
"15610" "Corvus dauuricus" "Corvus dauuricus" "Cág bánmhuinceach"
"15620" "Corvus splendens" "Corvus splendens" "House crow"
"15630" "Corvus frugilegus" "Corvus frugilegus" "Rook"
"15640" "Corvus brachyrhynchos" "Corvus brachyrhynchos" "American crow"
"15650" "Corvus imparatus" "Corvus imparatus" "Tamaulipas Crow"
"15660" "Corvus ossifragus" "Corvus ossifragus" "Fish Crow"
"15670" "Corvus corone" "Corvus corone" "Carrion crow"
"15671" "Corvus corone corone" "Corvus corone corone" "NA"
"15673" "Corvus corone cornix" "Corvus corone cornix" "NA"
"15680" "Corvus macrorhynchos" "Corvus macrorhynchos" "Large-billed Crow"
"15690" "Corvus torquatus" "Corvus torquatus" "Collared Crow"
"15700" "Corvus albus" "Corvus albus" "Pied crow"
"15710" "Corvus ruficollis" "Corvus ruficollis" "Brown-necked Raven"
"15720" "Corvus corax" "Corvus corax" "Common raven"
"15721" "Corvus corax corax" "Corvus corax corax" "NA"
"15722" "Corvus corax tingitanus" "Corvus corax tingitanus" "NA"
"15730" "Corvus cryptoleucus" "Corvus cryptoleucus" "Chihuahuan Raven"
"15740" "Corvus rhipidurus" "Corvus rhipidurus" "Fan-tailed Raven"
"15749" "Corvus sp." "Corvus" "カラス属"
"15750" "Onychognathus tristramii" "Onychognathus tristramii" "Arabian Chestnut-winged Starling"
"15760" "Cinnyricinclus leucogaster" "Cinnyricinclus leucogaster" "Violet-backed Starling"
"15770" "Sturnus pagodarum" "Sturnus pagodarum" "NA"
"15780" "Sturnus sericeus" "Sturnus sericeus" "red-billed starling"
"15790" "Sturnus sturninus" "Sturnus sturninus" "purple-backed starling"
"15800" "Sturnus philippensis" "Sturnus philippensis" "NA"
"15810" "Sturnus sinensis" "Sturnus sinensis" "NA"
"15820" "Sturnus vulgaris" "Sturnus vulgaris" "Common Starling"
"15830" "Sturnus unicolor" "Sturnus unicolor" "Spotless starling"
"15840" "Sturnus roseus" "Sturnus roseus" "Rose Coloured Starling"
"15850" "Sturnus cineraceus" "Sturnus cineraceus" "NA"
"15859" "Sturnus sp." "Sturnus" "Aẓerẓur (tawsit)"
"15860" "Creatophora cineracea" "Creatophora cinerea" "Wattled Starling"
"15870" "Acridotheres tristis" "Acridotheres tristis" "Common myna"
"15880" "Acridotheres ginginianus" "Acridotheres ginginianus" "Bank Myna"
"15890" "Acridotheres cristatellus" "Acridotheres cristatellus" "Crested Myna"
"15900" "Passer ammodendri" "Passer ammodendri" "Saxaul sparrow"
"15910" "Passer domesticus" "Passer domesticus" "House Sparrow"
"15911" "Passer domesticus domesticus" "Passer domesticus domesticus" "NA"
"15912" "Passer domesticus italiae" "Passer domesticus italiae" "NA"
"15913" "Passer domesticus indicus" "Passer domesticus indicus" "NA"
"15919" "Passer domesticus/hispaniolensis" "Passer domesticus" "House Sparrow"
"15920" "Passer hispaniolensis" "Passer hispaniolensis" "Spanish Sparrow"
"15921" "Passer hispaniolensis hispaniolensis" "Passer hispaniolensis hispaniolensis" "NA"
"15922" "Passer hispaniolensis maltae" "Passer hispaniolensis" "Spanish Sparrow"
"15930" "Passer pyrrhonotus" "Passer pyrrhonotus" "Sind Sparrow"
"15940" "Passer rutilans" "Passer rutilans" "Russet Sparrow"
"15950" "Passer moabiticus" "Passer moabiticus" "Dead Sea Sparrow"
"15960" "Passer iagoensis" "Passer iagoensis" "Iago Sparrow"
"15970" "Passer simplex" "Passer simplex" "Desert Sparrow"
"15980" "Passer montanus" "Passer montanus" "Eurasian Tree Sparrow"
"15990" "Passer luteus" "Passer luteus" "Braunrücken-Goldsperling"
"16000" "Passer euchlorus" "Passer euchlorus" "Arabian Golden Sparrow"
"16009" "Passer sp." "Passer" "Alíkilíkoso"
"16010" "Petronia brachydactyla" "Petronia brachydactyla" "NA"
"16020" "Petronia xanthocollis" "Petronia xanthocollis" "NA"
"16030" "Petronia dentata" "Petronia dentata" "NA"
"16040" "Petronia petronia" "Petronia petronia" "Rock Petronia"
"16050" "Montifringilla theresae" "Montifringilla theresae" "NA"
"16060" "Montifringilla blanfordi" "Montifringilla blanfordi" "NA"
"16070" "Montifringilla ruficollis" "Montifringilla ruficollis" "NA"
"16080" "Montifringilla davidiana" "Montifringilla davidiana" "NA"
"16090" "Montifringilla taczanowskii" "Montifringilla taczanowskii" "NA"
"16100" "Montifringilla adamsi" "Montifringilla adamsi" "Śnieżka czarnoskrzydła"
"16110" "Montifringilla nivalis" "Montifringilla nivalis" "White-winged snow finch"
"16120" "Ploceus galbula" "Ploceus galbula" "Rueppell's Weaver"
"16130" "Lagonosticta senegala" "Lagonosticta senegala" "Red-billed Firefinch"
"16140" "Uraeginthus bengalus" "Uraeginthus bengalus" "Red-cheeked Cordonbleu"
"16150" "Estrilda astrild" "Estrilda astrild" "Common Waxbill"
"16160" "Estrilda rufibarba" "Estrilda rufibarba" "Arabian Waxbill"
"16170" "Amandava subflava" "Amandava subflava" "Orange-breasted Waxbill"
"16180" "Euodice malabarica" "Euodice malabarica" "Indian Silverbill"
"16190" "Euodice cantans" "Euodice cantans" "African Silverbill"
"16200" "Lonchura striata" "Lonchura striata" "White-rumped Munia"
"16210" "Vireo atricapillus" "Vireo atricapillus" "Black-capped Vireo"
"16220" "Vireo pallens" "Vireo pallens" "Vireo de manglar"
"16230" "Vireo griseus" "Vireo griseus" "White-eyed Vireo"
"16240" "Vireo crassirostris" "Vireo crassirostris" "Thick-billed Vireo"
"16250" "Vireo bellii" "Vireo bellii" "Bell's vireo"
"16260" "Vireo vicinior" "Vireo vicinior" "Gray Vireo"
"16270" "Vireo solitarius" "Vireo solitarius" "Blue-headed Vireo"
"16280" "Vireo flavifrons" "Vireo flavifrons" "Yellow-throated Vireo"
"16290" "Vireo huttoni" "Vireo huttoni" "Hutton's Vireo"
"16300" "Vireo hypochryseus" "Vireo hypochryseus" "Golden Vireo"
"16310" "Vireo philadelphicus" "Vireo philadelphicus" "Philadelphia vireo"
"16320" "Vireo flavoviridis" "Vireo flavoviridis" "Yellow-green Vireo"
"16330" "Vireo olivaceus" "Vireo olivaceus" "Red-eyed vireo"
"16340" "Vireo altiloquus" "Vireo altiloquus" "Black-whiskered vireo"
"16350" "Vireo gilvus" "Vireo gilvus" "Warbling Vireo"
"16360" "Fringilla coelebs" "Fringilla coelebs" "Chaffinch"
"16361" "Fringilla coelebs coelebs" "Fringilla coelebs coelebs" "NA"
"16362" "Fringilla coelebs africana" "Fringilla coelebs africana" "NA"
"16363" "Fringilla coelebs ombriosa" "Fringilla coelebs ombriosa" "NA"
"16364" "Fringilla coelebs palmae" "Fringilla coelebs palmae" "La Palma Chaffinch"
"16365" "Fringilla coelebs canariensis" "Fringilla coelebs canariensis" "NA"
"16370" "Fringilla teydea" "Fringilla teydea" "Blue Chaffinch"
"16371" "Fringilla teydea teydea" "Fringilla teydea teydea" "NA"
"16372" "Fringilla teydea polatzeki" "Fringilla teydea polatzeki" "NA"
"16380" "Fringilla montifringilla" "Fringilla montifringilla" "Bramble Finch"
"16389" "Fringilla sp." "Fringilla" "Edelfinken"
"16390" "Serinus pusillus" "Serinus pusillus" "Fire-fronted Serin"
"16400" "Serinus serinus" "Serinus serinus" "European serin"
"16410" "Serinus syriacus" "Serinus syriacus" "Serin syriaque"
"16420" "Serinus canaria" "Serinus canaria" "Island canary"
"16430" "Serinus thibetanus" "Serinus thibetanus" "NA"
"16440" "Serinus citrinella" "Serinus citrinella" "Citril Finch"
"16441" "Serinus citrinella citrinella" "Serinus citrinella" "Citril Finch"
"16442" "Serinus citrinella corsicana" "Serinus citrinella corsicana" "NA"
"16450" "Serinus rothschildi" "Serinus rothschildi" "NA"
"16460" "Serinus menachensis" "Serinus menachensis" "NA"
"16470" "Rhynchostruthus socotranus" "Rhynchostruthus socotranus" "Socotra Golden-winged Grosbeak"
"16480" "Callacanthis burtoni" "Callacanthis burtoni" "Spectacled Finch"
"16490" "Carduelis chloris" "Carduelis chloris" "Dzwoniec"
"16500" "Carduelis sinica" "Carduelis sinica" "NA"
"16510" "Carduelis ambigua" "Carduelis ambigua" "Black-headed Greenfinch"
"16520" "Carduelis spinoides" "Carduelis spinoides" "NA"
"16530" "Carduelis carduelis" "Carduelis carduelis" "Citril finch"
"16531" "Carduelis carduelis carduelis" "Carduelis carduelis carduelis" "NA"
"16532" "Carduelis carduelis caniceps" "Carduelis carduelis caniceps" "Grey-crowned Goldfinch"
"16540" "Carduelis spinus" "Carduelis spinus" "Eurasian Siskin"
"16550" "Carduelis pinus" "Carduelis pinus" "Pine siskin"
"16560" "Carduelis notata" "Carduelis notata" "Black-headed siskin"
"16570" "Carduelis tristis" "Carduelis tristis" "American goldfinch"
"16580" "Carduelis psaltria" "Carduelis psaltria" "Chardonneret mineur"
"16590" "Carduelis lawrencei" "Carduelis lawrencei" "NA"
"16600" "Carduelis cannabina" "Carduelis cannabina" "Linnet"
"16601" "Carduelis cannabina cannabina" "Carduelis cannabina cannabina" "NA"
"16602" "Carduelis cannabina meadewaldoi" "Carduelis cannabina meadewaldoi" "NA"
"16603" "Carduelis cannabina harteri" "Carduelis cannabina harterti" "NA"
"16604" "Carduelis cannabina mediterranea" "Carduelis cannabina mediterranea" "NA"
"16610" "Carduelis yemenensis" "Carduelis yemenensis" "NA"
"16620" "Carduelis flavirostris" "Carduelis flavirostris" "Twite"
"16630" "Carduelis flammea" "Carduelis flammea" "common redpoll"
"16631" "Carduelis flammea flammea" "Carduelis flammea flammea" "NA"
"16632" "Carduelis flammea rostrata" "Carduelis flammea rostrata" "NA"
"16634" "Carduelis flammea cabaret" "Carduelis flammea cabaret" "NA"
"16640" "Carduelis hornemanni" "Carduelis hornemanni" "Hoary redpoll"
"16641" "Carduelis hornemanni hornemanni" "Carduelis hornemanni hornemanni" "NA"
"16642" "Carduelis hornemanni exilipes" "Carduelis hornemanni exilipes" "NA"
"16649" "Carduelis spp." "Carduelis" "Citril finch"
"16650" "Loxia leucoptera" "Loxia leucoptera" "White-winged Crossbill"
"16660" "Loxia curvirostra" "Loxia curvirostra" "Crossbill"
"16670" "Loxia scotica" "Loxia scotica" "Scottish Crossbill"
"16680" "Loxia pytyopsittacus" "Loxia pytyopsittacus" "Parrot crossbill"
"16689" "Loxia sp." "Loxia" "Beg-kroaz"
"16690" "Leucosticte nemoricola" "Leucosticte nemoricola" "Plain Mountain Finch"
"16700" "Leucosticte brandti" "Leucosticte brandti" "Brandt's Mountain Finch"
"16710" "Leucosticte arctoa" "Leucosticte arctoa" "Asian Rosy Finch"
"16720" "Leucosticte tephrocotis" "Leucosticte tephrocotis" "Common redpoll"
"16730" "Rhodopechys sanguinea" "Rhodopechys sanguinea" "NA"
"16740" "Rhodospiza obsoleta" "Rhodospiza obsoleta" "Desert finch"
"16750" "Bucanetes mongolicus" "Bucanetes mongolicus" "Mongolian Finch"
"16760" "Bucanetes githagineus" "Bucanetes githagineus" "Trumpeter Finch"
"16770" "Carpodacus rubescens" "Carpodacus rubescens" "NA"
"16780" "Carpodacus nipalensis" "Carpodacus nipalensis" "NA"
"16790" "Carpodacus erythrinus" "Carpodacus erythrinus" "Common rosefinch"
"16800" "Carpodacus purpureus" "Carpodacus purpureus" "purple finch"
"16810" "Carpodacus cassinii" "Carpodacus cassinii" "Cassin's finch"
"16820" "Carpodacus mexicanus" "Carpodacus mexicanus" "House finch"
"16830" "Carpodacus pulcherrimus" "Carpodacus pulcherrimus" "Himalayan Beautiful Rosefinch"
"16840" "Carpodacus eos" "Carpodacus eos" "NA"
"16850" "Carpodacus rhodochrous" "Carpodacus rodochroa" "Pink-browed Rosefinch"
"16860" "Carpodacus vinaceus" "Carpodacus vinaceus" "Vinaceous Rosefinch"
"16870" "Carpodacus edwardsii" "Carpodacus edwardsii" "Dark-rumped Rosefinch"
"16880" "Carpodacus synoicus" "Carpodacus synoicus" "Einödgimpel"
"16890" "Carpodacus roseus" "Carpodacus roseus" "Pallas's rosefinch"
"16900" "Carpodacus trifasciatus" "Carpodacus trifasciatus" "Three-banded Rosefinch"
"16910" "Carpodacus rhodopeplus" "Carpodacus rodopeplus" "Spot-winged Rosefinch"
"16920" "Carpodacus thura" "Carpodacus thura" "Himalayan White-browed Rosefinch"
"16930" "Carpodacus rhodochlamys" "Carpodacus rhodochlamys" "Red-mantled Rosefinch"
"16940" "Carpodacus grandis" "Carpodacus grandis" "Blyth's Rosefinch"
"16950" "Carpodacus rubicilloides" "Carpodacus rubicilloides" "Eastern Great Rosefinch"
"16960" "Carpodacus rubicilla" "Carpodacus rubicilla" "Great Rosefinch"
"16970" "Carpodacus puniceus" "Carpodacus puniceus" "Red-fronted Rosefinch"
"16980" "Kozlowia roborowskii" "Kozlowia roborowskii" "Roborowskigimpel"
"16990" "Pinicola enucleator" "Pinicola enucleator" "Pine grosbeak"
"17000" "Propyrrhula subhimachala" "Propyrrhula" "NA"
"17010" "Chaunoproctus ferreorostris" "Chaunoproctus ferreorostris" "NA"
"17020" "Haematospiza sipahi" "Haematospiza sipahi" "NA"
"17030" "Pyrrhoplectes epauletta" "Pyrrhoplectes epauletta" "Golden-naped Finch"
"17040" "Uragus sibiricus" "Uragus sibiricus" "NA"
"17050" "Urocynchramus pylzowi" "Urocynchramus pylzowi" "Przevalski's Finch"
"17060" "Pyrrhula nipalensis" "Pyrrhula nipalensis" "Brown Bullfinch"
"17070" "Pyrrhula aurantiaca" "Pyrrhula aurantiaca" "Orange Bullfinch"
"17080" "Pyrrhula erythrocephala" "Pyrrhula erythrocephala" "Red-headed finch"
"17090" "Pyrrhula erythaca" "Pyrrhula erythaca" "Grey-headed Bullfinch"
"17100" "Pyrrhula pyrrhula" "Pyrrhula pyrrhula" "Bullfinch"
"17101" "Pyrrhula pyrrhula pyrrhula" "Pyrrhula pyrrhula pyrrhula" "NA"
"17102" "Pyrrhula pyrrhula europaeus" "Pyrrhula pyrrhula europaea" "NA"
"17103" "Pyrrhula pyrrhula pileata" "Pyrrhula pyrrhula pileata" "Bullfinch"
"17104" "Pyrrhula pyrrhula cineracea" "Pyrrhula pyrrhula cineracea" "Baikal Bullfinch"
"17105" "Pyrrhula pyrrhula murina" "Pyrrhula pyrrhula murina" "Sao Miguel bullfinch (finch)"
"17110" "Mycerobas icterioides" "Mycerobas icterioides" "Black and yellow grosbeak"
"17120" "Mycerobas affinis" "Mycerobas affinis" "Collared Grosbeak"
"17130" "Mycerobas melanozanthos" "Mycerobas melanozanthos" "Spot-winged Grosbeak"
"17140" "Mycerobas carnipes" "Mycerobas carnipes" "White-winged grosbeak"
"17150" "Eophona migratoria" "Eophona migratoria" "Yellow-billed grosbeak"
"17160" "Eophona personata" "Eophona personata" "Japanese Grosbeak"
"17170" "Coccothraustes coccothraustes" "Coccothraustes coccothraustes" "Hawfinch"
"17180" "Hesperiphona vespertina" "Hesperiphona vespertina" "Evening Grosbeak"
"17190" "Hesperiphona abeillei" "Hesperiphona abeillei" "Hooded Grosbeak"
"17200" "Mniotilta varia" "Mniotilta varia" "Black-and-white warbler"
"17210" "Vermivora bachmanii" "Vermivora bachmanii" "Bachman's Warbler"
"17220" "Vermivora chrysoptera" "Vermivora chrysoptera" "Lawrence's warbler"
"17230" "Vermivora pinus" "Vermivora pinus" "Blue-winged warbler"
"17240" "Vermivora peregrina" "Vermivora peregrina" "Tennessee warbler"
"17250" "Vermivora celata" "Vermivora celata" "orange-crowned warbler"
"17260" "Vermivora ruficapilla" "Vermivora ruficapilla" "Nashville warbler"
"17270" "Vermivora virginiae" "Vermivora virginiae" "Virginia's warbler"
"17280" "Vermivora crissalis" "Vermivora crissalis" "NA"
"17290" "Vermivora luciae" "Vermivora luciae" "Lucy's warbler"
"17300" "Vermivora superciliosa" "Vermivora" "Kirmlesos"
"17310" "Parula pitiayumi" "Parula pitiayumi" "Elfen-Waldsänger"
"17320" "Parula americana" "Parula americana" "Northern parula"
"17330" "Dendroica petechia" "Dendroica petechia" "Yellow warbler"
"17340" "Dendroica pensylvanica" "Dendroica pensylvanica" "Chestnut-sided warbler"
"17350" "Dendroica cerulea" "Dendroica cerulea" "Cerulean warbler"
"17360" "Dendroica caerulescens" "Dendroica caerulescens" "Black-throated blue warbler"
"17370" "Dendroica pinus" "Dendroica pinus" "pine warbler"
"17380" "Dendroica graciae" "Dendroica graciae" "Grace's warbler"
"17390" "Dendroica pityophila" "Dendroica pityophila" "NA"
"17400" "Dendroica dominica" "Dendroica dominica" "Yellow-throated warbler"
"17410" "Dendroica kirtlandii" "Dendroica kirtlandii" "Kirtland's warbler"
"17420" "Dendroica nigrescens" "Dendroica nigrescens" "black-throated grey warbler"
"17430" "Dendroica occipitalis" "Dendroica" "Adelaide's warbler"
"17440" "Dendroica townsendi" "Dendroica townsendi" "Townsend's warbler"
"17450" "Dendroica virens" "Dendroica virens" "black-throated green warbler"
"17460" "Dendroica chrysoparia" "Dendroica chrysoparia" "Golden-cheeked warbler (=wood)"
"17470" "Dendroica fusca" "Dendroica fusca" "Blackburnian warbler"
"17480" "Dendroica discolor" "Dendroica discolor" "prairie warbler"
"17490" "Dendroica tigrina" "Dendroica tigrina" "Cape May warbler"
"17500" "Dendroica magnolia" "Dendroica magnolia" "magnolia warbler"
"17510" "Dendroica coronata" "Dendroica coronata" "Yellow-rumped warbler"
"17520" "Dendroica palmarum" "Dendroica palmarum" "Western palm warbler"
"17530" "Dendroica striata" "Dendroica striata" "blackpoll warbler"
"17540" "Dendroica castanea" "Dendroica castanea" "Bay-breasted warbler"
"17550" "Setophaga ruticilla" "Setophaga ruticilla" "American Redstart"
"17560" "Seiurus aurocapillus" "Seiurus aurocapillus" "Reinita hornera"
"17570" "Seiurus noveboracensis" "Seiurus noveboracensis" "Northern waterthrush"
"17580" "Seiurus motacilla" "Seiurus motacilla" "Louisiana waterthrush"
"17590" "Helmitheros swainsonii" "Helmitheros" "Worm-eating Warbler"
"17600" "Helmitheros vermivorus" "Helmitheros vermivorus" "Chipe Vermívoro"
"17610" "Protonotaria citrea" "Protonotaria citrea" "Prothonotary warbler"
"17620" "Geothlypis trichas" "Geothlypis trichas" "Common Yellowthroat"
"17630" "Geothlypis rostrata" "Geothlypis rostrata" "バハマカオグロムシクイ"
"17640" "Geothlypis speciosa" "Geothlypis speciosa" "Black-polled Yellowthroat"
"17650" "Geothlypis nelsoni" "Geothlypis nelsoni" "Hooded Yellowthroat"
"17660" "Chamaethlypis poliocephala" "Chamaethlypis poliocephala" "NA"
"17670" "Oporornis formosus" "Oporornis formosus" "Kentucky warbler"
"17680" "Oporornis agilis" "Oporornis agilis" "Connecticut Warbler"
"17690" "Oporornis philadelphia" "Oporornis philadelphia" "Mourning warbler"
