'IDENT1'	'SYSTEM1'	'IDENT2_NOPREFIX'	'Level'	'LAT_NAME'	'EN_NAME'	'DESC_LINK'	'BODY_LENGTH[cm]'	'WING_SPAN[cm]'						'GROUP_KEY_1'	'GROUP_KEY_2'	'GROUP_KEY_3'	'valid_authority'	'LOC_KEY'	'REST_LINK'	'MIG_LINK'	'FOTO_LINK'	'AERIAL_LINK'	'SCHEMA_LINK'	'MES_LINK'	'STS_LAW'
'E_12740'	'EURING'	'12740'	'S'	'Sylvia curruca'	'Lesser Whitethroat'	'https://avibase.ca/A99F93BC '	13	18	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/lesser-whitethroat/'	't'	'f'	'f'	'f'	'Terrestrial '	'Whitethroat'	'known'									
'E_12750'	'EURING'	'12750'	'S'	'Sylvia communis'	'Common Whitethroat'	'https://avibase.ca/14AFBA82 '	14	'18.5-23'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/whitethroat/'	't'	'f'	'f'	'f'	'Terrestrial '	'Whitethroat'	'known'									
'E_12760'	'EURING'	'12760'	'S'	'Sylvia borin'	'Garden Warbler'	'https://avibase.ca/A6A4FC63 '	14	'20-24.5'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/garden-warbler/'	't'	'f'	'f'	'f'	'Terrestrial '	'Warbler'	'known'									
'E_12770'	'EURING'	'12770'	'S'	'Sylvia atricapilla'	'Blackcap'	'https://avibase.ca/61F9065B '	13	'20-23'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/blackcap/'	't'	'f'	'f'	'f'	'Terrestrial '	'Blackcap'	'known'									
'E_13110'	'EURING'	'13110'	'S'	'Phylloscopus collybita'	'Common Chiffchaff'	'https://avibase.ca/458C8CBE '	'10  11 '	'15-21'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/chiffchaff/'	't'	'f'	'f'	'f'	'Terrestrial '	'Chiffchaff'	'known'									
'CU_13119'	'Custom'	'13119'	'SG'	'P. collybita / P. trochilus'	'Chiffchaff/Willow Warbler'		'?'			't'	'f'	'f'	'f'	'Terrestrial '	'Warbler'	'known'									
'E_13120'	'EURING'	'13120'	'S'	'Phylloscopus trochilus'	'Willow Warbler'	'https://avibase.ca/88F4B969 '	'10.5-11.5'	'16-22'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/willow-warbler/'	't'	'f'	'f'	'f'	'Terrestrial '	'Warbler'	'known'									
'CU_13129'	'Custom'	'13129'	'UI'	'Phylloscopus sp.'	'Warbler sp.'					't'	'f'	'f'	'f'	'Terrestrial '	'Warbler'	'unknown'									
'E_13140'	'EURING'	'13140'	'S'	'Regulus regulus'	'Goldcrest'	'https://avibase.ca/A7CC62D6 '	9	14	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/goldcrest/'	't'	'f'	'f'	'f'	'Terrestrial '	'Goldcrest'	'known'									
'E_13350'	'EURING'	'13350'	'S'	'Muscicapa striata'	'Spotted Flycatcher'	'https://avibase.ca/B142856F '	14	'23-25'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/spotted-flycatcher/'	't'	'f'	'f'	'f'	'Terrestrial '	'Flycatcher'	'known'									
'E_13490'	'EURING'	'13490'	'S'	'Ficedula hypoleuca'	'Pied Flycatcher'	'https://avibase.ca/6E352E18 '	13	'21-24'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/pied-flycatcher/'	't'	'f'	'f'	'f'	'Terrestrial '	'Flycatcher'	'known'									
'E_14370'	'EURING'	'14370'	'S'	'Aegithalos caudatus'	'Long-tailed Tit'	'https://avibase.ca/547163C2 '	14	'16-19'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/long-tailed-tit/'	't'	'f'	'f'	'f'	'Terrestrial '	'Tit'	'known'									
'E_14620'	'EURING'	'14620'	'S'	'Parus caeruleus'	'Blue Tit'	'https://avibase.ca/9BE53D34 '	12	18	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/blue-tit/'	't'	'f'	'f'	'f'	'Terrestrial '	'Tit'	'known'									
'E_14640'	'EURING'	'14640'	'S'	'Parus major'	'Great Tit'	'https://avibase.ca/7296BC77 '	14	24	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/great-tit/'	't'	'f'	'f'	'f'	'Terrestrial '	'Tit'	'known'									
'CU_14641'	'Custom'	'14641'	'S'	'Periparus ater'	'Coal Tit'	'https://avibase.ca/A4EBA919 '	11.5	'17-21'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/coal-tit/'	't'	'f'	'f'	'f'	'Terrestrial '	'Tit'	'known'									
'E_15150'	'EURING'	'15150'	'S'	'Lanius collurio'	'Red-backed Shrike'	'https://avibase.ca/F2CEFD1A '	17	'24-27'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/red-backed-shrike/'	't'	'f'	'f'	'f'	'Terrestrial '	'Shrike'	'known'									
'E_15190'	'EURING'	'15190'	'S'	'Lanius minor'	'Lesser Grey Shrike'	'https://avibase.ca/8852337B '	20	34	'https://app.bto.org/birdfacts/results/bob15190.htm'	't'	'f'	'f'	'f'	'Terrestrial '	'Shrike'	'known'									
'E_15200'	'EURING'	'15200'	'S'	'Lanius excubitor'	'Great Grey Shrike'	'https://avibase.ca/61C2E0E1 '	24	32	'https://app.bto.org/birdfacts/results/bob15200.htm'	't'	'f'	'f'	'f'	'Terrestrial '	'Shrike'	'known'									
'E_15230'	'EURING'	'15230'	'S'	'Lanius senator'	'Woodchat Shrike'	'https://avibase.ca/7E70D490 '	18	27	'https://app.bto.org/birdfacts/results/bob15230.htm'	't'	'f'	'f'	'f'	'Terrestrial '	'Shrike'	'known'									
'CU_15299'	'Custom'	'15299'	'UI'	'Lanius sp.'	'unidentified shrike'					't'	'f'	'f'	'f'	'Terrestrial '	'Shrike'	'unknown'									
'E_15490'	'EURING'	'15490'	'S'	'Pica pica'	'Eurasian Magpie'	'https://avibase.ca/FBBBA943 '	'44-46'	'52-60'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/magpie/'	't'	'f'	'f'	'f'	'Terrestrial '	'Corvid'	'known'									
'E_15590'	'EURING'	'15590'	'S'	'Pyrrhocorax pyrrhocorax'	'Red-billed Chough'	'https://avibase.ca/18D2C42A '	'39-40'	'73-90'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/chough/'	't'	'f'	'f'	'f'	'Terrestrial '	'Corvid'	'known'									
'E_15600'	'EURING'	'15600'	'S'	'Corvus monedula'	'Eurasian Jackdaw'	'https://avibase.ca/D4C32F8E '	34	70	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/jackdaw/'	't'	'f'	'f'	'f'	'Terrestrial '	'Corvid'	'known'									
'E_15630'	'EURING'	'15630'	'S'	'Corvus frugilegus'	'Rook'	'https://avibase.ca/1078FFEA '	'44-46'	'81-99'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/rook/'	't'	'f'	'f'	'f'	'Terrestrial '	'Corvid'	'known'									
'CU_15671'	'Custom'	'15671'	'S'	'Corvus corone'	'Carrion Crow'	'https://avibase.ca/26FB62DA '	'45-47'	'93-104'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/carrion-crow/'	't'	'f'	'f'	'f'	'Terrestrial '	'Corvid'	'known'									
'CU_15673'	'Custom'	'15673'	'S'	'Corvus corone cornix'	'Hooded Crow'	'https://avibase.ca/F13D8350 '	'45-47'	'93-104'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/hooded-crow/'	't'	'f'	'f'	'f'	'Terrestrial '	'Corvid'	'known'									
'E_15720'	'EURING'	'15720'	'S'	'Corvus corax'	'Common Raven'	'https://avibase.ca/B9B272F4 '	'60-68'	'120-150'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/raven/'	't'	'f'	'f'	'f'	'Terrestrial '	'Corvid'	'known'									
'CU_15749'	'Custom'	'15749'	'UI'	'Corvidae sp.'	'unidentified corvid sp.'					't'	'f'	'f'	'f'	'Terrestrial '	'Corvid'	'unknown'									
'E_15820'	'EURING'	'15820'	'S'	'Sturnus vulgaris'	'Common Starling'	'https://avibase.ca/94A44032 '	21	'37-42'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/starling/'	't'	'f'	'f'	'f'	'Terrestrial '	'Starling'	'known'									
'CU_15821'	'Custom'	'15821'	'S'	'Pastor roseus'	'Rosy Starling'	'https://avibase.ca/24208346 '	22	38	'https://app.bto.org/birdfacts/results/bob15840.htm'	't'	'f'	'f'	'f'	'Terrestrial '	'Starling'	'known'									
'E_16360'	'EURING'	'16360'	'S'	'Fringilla coelebs'	'Chaffinch'	'https://avibase.ca/37F52281 '	14.5	'24.5-28.5'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/chaffinch/'	't'	'f'	'f'	'f'	'Terrestrial '	'Finch'	'known'									
'E_16380'	'EURING'	'16380'	'S'	'Fringilla montifringilla'	'Brambling'	'https://avibase.ca/E16B2C03 '	14	'25-26'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/brambling/'	't'	'f'	'f'	'f'	'Terrestrial '	'Finch'	'known'									
'E_16400'	'EURING'	'16400'	'S'	'Serinus serinus'	'European Serin'	'https://avibase.ca/C3227709 '	'11   12'	'18-20'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/serin/'	't'	'f'	'f'	'f'	'Terrestrial '	'Finch'	'known'									
'E_16490'	'EURING'	'16490'	'S'	'Carduelis chloris'	'European Greenfinch'	'https://avibase.ca/65BD2033 '	15	26	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/greenfinch/'	't'	'f'	'f'	'f'	'Terrestrial '	'Finch'	'known'									
'E_16530'	'EURING'	'16530'	'S'	'Carduelis carduelis'	'European Goldfinch'	'https://avibase.ca/1B235E00 '	12	'21-25.5'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/goldfinch/'	't'	'f'	'f'	'f'	'Terrestrial '	'Finch'	'known'									
'E_16540'	'EURING'	'16540'	'S'	'Carduelis spinus'	'Eurasian Siskin'	'https://avibase.ca/9820CECA '	12	'20-23'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/siskin/'	't'	'f'	'f'	'f'	'Terrestrial '	'Finch'	'known'									
'E_16600'	'EURING'	'16600'	'S'	'Carduelis cannabina'	'Common Linnet'	'https://avibase.ca/32635892 '	13.5	'21-25.5'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/linnet/'	't'	'f'	'f'	'f'	'Terrestrial '	'Finch'	'known'									
'E_16630'	'EURING'	'16630'	'S'	'Carduelis flammea'	'Lesser Redpoll'	'https://avibase.ca/D41F1614 '	14-Dec	'20-25'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/common-redpoll/'	't'	'f'	'f'	'f'	'Terrestrial '	'Finch'	'known'									
'E_16660'	'EURING'	'16660'	'S'	'Loxia curvirostra'	'Common Crossbill'	'https://avibase.ca/135564AA '	16.5	'27-30.5'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/crossbill/'	't'	'f'	'f'	'f'	'Terrestrial '	'Finch'	'known'									
'E_17100'	'EURING'	'17100'	'S'	'Pyrrhula pyrrhula'	'Common Bullfinch'	'https://avibase.ca/24764DC7 '	'14.5-16.5'	'22-26'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/bullfinch/'	't'	'f'	'f'	'f'	'Terrestrial '	'Finch'	'known'									
'CU_17199'	'Custom'	'17199'	'UI'	'Fringillus sp.'	'unidentified finch'					't'	'f'	'f'	'f'	'Terrestrial '	'Finch'	'unknown'									
'E_18500'	'EURING'	'18500'	'S'	'Plectrophenax nivalis'	'Snow Bunting'	'https://avibase.ca/9BEBC025 '	'16-17'	'32-38'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/snow-bunting/'	't'	'f'	'f'	'f'	'Terrestrial '	'Bunting'	'known'									
'E_18570'	'EURING'	'18570'	'S'	'Emberiza citrinella'	'Yellowhammer'	'https://avibase.ca/56FB47C0 '	'16-16.5'	'23-29.5'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/yellowhammer/'	't'	'f'	'f'	'f'	'Terrestrial '	'Bunting'	'known'									
'E_18660'	'EURING'	'18660'	'S'	'Emberiza hortulana'	'Ortolan Bunting'	'https://avibase.ca/47210561 '	16	26	'https://app.bto.org/birdfacts/results/bob18660.htm'	't'	'f'	'f'	'f'	'Terrestrial '	'Bunting'	'known'									
'E_18730'	'EURING'	'18730'	'S'	'Emberiza rustica'	'Rustic Bunting'	'https://avibase.ca/DA9746CE '	15	23	'https://app.bto.org/birdfacts/results/bob18730.htm'	't'	'f'	'f'	'f'	'Terrestrial '	'Bunting'	'known'									
'E_18740'	'EURING'	'18740'	'S'	'Emberiza pusilla'	'Little Bunting'	'https://avibase.ca/1866F80E '	14	22	'https://app.bto.org/birdfacts/results/bob18740.htm'	't'	'f'	'f'	'f'	'Terrestrial '	'Bunting'	'known'									
'E_18770'	'EURING'	'18770'	'S'	'Emberiza schoeniclus'	'Reed Bunting'	'https://avibase.ca/C0B97874 '	'15-16.5'	'21-28'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/reed-bunting/'	't'	'f'	'f'	'f'	'Terrestrial '	'Bunting'	'known'									
'E_18820'	'EURING'	'18820'	'S'	'Miliaria calandra'	'Corn Bunting'	'https://avibase.ca/9A87EBB0 '	18	'26-32'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/corn-bunting/'	't'	'f'	'f'	'f'	'Terrestrial '	'Bunting'	'known'									
'CU_18829'	'Custom'	'18829'	'UI'	'Emberiza sp.'	'unidentified bunting'					't'	'f'	'f'	'f'	'Terrestrial '	'Bunting'	'unknown'									
'CU_19999'	'Custom'	'19999'	'UI'	'Passeriformes sp.'	'unidentified passerine'					't'	'f'	'f'	'f'	'Terrestrial '	'Passerine'	'unknown'									
'E_20800'	'EURING'	'20800'	'S'	'Cygnus atratus'	'Black Swan'	'https://avibase.ca/46B54DB1 '	'1.1-1.4'	'160-200'	'https://animaldiversity.org/accounts/Cygnus_atratus/'	't'	'f'	'f'	'f'	'Waterbird'	'Swan'	'known'									
'MM_000001'	'Custom'	'000001'	'UI'		'unidentified marine mammal'					'f'	't'	'f'	'f'	'Cetacean'		'unknown'									
'MM_000010'	'Custom'	'000010'	'UI'		'unidentified whale sp.'					'f'	't'	'f'	'f'	'Cetacean'	'Whale'	'unknown'									
'MM_000020'	'Custom'	'000020'	'UI'		'unidentified dolphin sp.'					'f'	't'	'f'	'f'	'Cetacean'	'Dolphin'	'unknown'									
'MM_137087'	'WoRMS'	'137087'	'S'	'Balaenoptera acutorostrata'	'Minke Whale'	'http://www.marinespecies.org/aphia.php?p=taxdetails&id=137087 '	'10.67m'		'https://www.fisheries.noaa.gov/species/minke-whale'	'f'	't'	'f'	'f'	'Cetacean'	'Whale'	'known'	'(Lacépède, 1804)'								
'MM_159023 '	'WoRMS'	'159023 '	'S'	'Eubalaena glacialis'	'Northern Right Whale '	'http://www.marinespecies.org/aphia.php?p=taxdetails&id=159023 '	'15.85m'		'https://www.fisheries.noaa.gov/species/north-atlantic-right-whale'	'f'	't'	'f'	'f'	'Cetacean'	'Whale'	'known'	'(Müller, 1776)'								
'MM_137090'	'WoRMS'	'137090'	'S'	'Balaenoptera musculus'	'Blue Whale'	'http://www.marinespecies.org/aphia.php?p=taxdetails&id=137090 '	'3.05m'		'https://www.fisheries.noaa.gov/species/blue-whale'	'f'	't'	'f'	'f'	'Cetacean'	'Whale'	'known'	'(Linnaeus, 1758)'								
'MM_137091'	'WoRMS'	'137091'	'S'	'Balaenoptera physalus'	'Fin Whale'	'http://www.marinespecies.org/aphia.php?p=taxdetails&id=137091 '	'22.86 - 25.91m'		'https://www.fisheries.noaa.gov/species/fin-whale'	'f'	't'	'f'	'f'	'Cetacean'	'Whale'	'known'	'(Linnaeus, 1758)'								
'MM_137088'	'WoRMS'	'137088'	'S'	'Balaenoptera borealis'	'Sei Whale '	'http://www.marinespecies.org/aphia.php?p=taxdetails&id=137088 '	'12.19 - 18.29m'		'https://www.fisheries.noaa.gov/species/sei-whale'	'f'	't'	'f'	'f'	'Cetacean'	'Whale'	'known'	'(Lesson, 1828)'								
'MM_000030'	'Custom'	'000030'	'SG'	'Balaenoptera sp.'	'Fin whale/ Sei whale'					'f'	't'	'f'	'f'	'Cetacean'	'Whale'	'known'									
'MM_137104'	'WoRMS'	'137104'	'S'	'Pseudorca crassidens'	'False Killer Whale'	'http://www.marinespecies.org/aphia.php?p=taxdetails&id=137104 '	'4.88 - 6m'		'https://www.fisheries.noaa.gov/species/false-killer-whale'	'f'	't'	'f'	'f'	'Cetacean'	'Whale'	'known'	'(Owen, 1846)'								
'MM_137097'	'WoRMS'	'137097'	'S'	'Globicephala melas'	'Long-finned Pilot Whale'	'http://www.marinespecies.org/aphia.php?p=taxdetails&id=137097 '	'5.79 - 7.62m'		'https://www.fisheries.noaa.gov/species/long-finned-pilot-whale'	'f'	't'	'f'	'f'	'Cetacean'	'Whale'	'known'	'(Traill, 1809)'								
'MM_137092'	'WoRMS'	'137092'	'S'	'Megaptera novaeangliae'	'Humpback Whale'	'http://www.marinespecies.org/aphia.php?p=taxdetails&id=137092 '	'18.29m'		'https://www.fisheries.noaa.gov/species/humpback-whale'	'f'	't'	'f'	'f'	'Cetacean'	'Whale'	'known'	'(Borowski, 1781)'								
'MM_137102'	'WoRMS'	'137102'	'S'	'Orcinus orca'	'Killer Whale '	'http://www.marinespecies.org/aphia.php?p=taxdetails&id=137102 '	'9.75m'		'https://www.fisheries.noaa.gov/species/killer-whale'	'f'	't'	'f'	'f'	'Cetacean'	'Whale'	'known'	'(Linnaeus, 1758)'								
'MM_137034 '	'WoRMS'	'137034 '	'SG'	'Mesoplodon'	'Mesoplodont Beaked Whale sp.'					'f'	't'	'f'	'f'	'Cetacean'	'Whale'	'known'									
'MM_343899'	'WoRMS'	'343899'	'S'	'Hyperoodon ampullatus'	'Northern Bottlenose Whale'	'http://www.marinespecies.org/aphia.php?p=taxdetails&id=343899 '	'F: 8.6m   M: 11.19m'		'https://www.fisheries.noaa.gov/species/northern-bottlenose-whale'	'f'	't'	'f'	'f'	'Cetacean'	'Whale'	'known'	'(Forster, 1770)'								
'MM_137119'	'WoRMS'	'137119'	'S'	'Physeter macrocephalus'	'Sperm Whale'	'http://www.marinespecies.org/aphia.php?p=taxdetails&id=137119 '	'F: 12.2m  M: 15.85m'		'https://www.fisheries.noaa.gov/species/sperm-whale'	'f'	't'	'f'	'f'	'Cetacean'	'Whale'	'known'	'(Linnaeus, 1758)'								
'MM_137113'	'WoRMS'	'137113'	'S'	'Kogia breviceps'	'Pygmy Sperm Whale'	'http://www.marinespecies.org/aphia.php?p=taxdetails&id=137113 '	'3.5m'		'https://www.fisheries.noaa.gov/species/pygmy-sperm-whale'	'f'	't'	'f'	'f'	'Cetacean'	'Whale'	'known'	'(de Blainville, 1838)'								
'MM_137121'	'WoRMS'	'137121'	'S'	'Mesoplodon bidens'	'Sowerby''s Beaked Whale'	'http://www.marinespecies.org/aphia.php?p=taxdetails&id=137121 '	'4.42 - 6.4m'		'https://www.fisheries.noaa.gov/species/sowerbys-beaked-whale'	'f'	't'	'f'	'f'	'Cetacean'	'Whale'	'known'	'(Sowerby, 1804)'								
'MM_137123'	'WoRMS'	'137123'	'S'	'Mesoplodon europaeus'	'Gervais''s Beaked Whale'	'http://www.marinespecies.org/aphia.php?p=taxdetails&id=137123 '	'4.57 - 5.18m'		'https://www.fisheries.noaa.gov/species/gervais-beaked-whale'	'f'	't'	'f'	'f'	'Cetacean'	'Whale'	'known'	'(Gervais, 1855)'								
'MM_137126'	'WoRMS'	'137126'	'S'	'Mesoplodon mirus'	'True''s Beaked Whale'	'http://www.marinespecies.org/aphia.php?p=taxdetails&id=137126 '	'4.72 - 5.33m'		'https://www.fisheries.noaa.gov/species/trues-beaked-whale'	'f'	't'	'f'	'f'	'Cetacean'	'Whale'	'known'	'(True, 1913)'								
'MM_136986'	'WoRMS'	'136986'	'SG'	'Ziphiidae'	'Beaked Whale sp.'					'f'	't'	'f'	'f'	'Cetacean'	'Whale'	'known'									
'MM_137127'	'WoRMS'	'137127'	'S'	'Ziphius cavirostris'	'Cuvier''s Beaked Whale'	'http://www.marinespecies.org/aphia.php?p=taxdetails&id=137127 '	'4.57 - 7.01m'		'https://www.fisheries.noaa.gov/species/cuviers-beaked-whale'	'f'	't'	'f'	'f'	'Cetacean'	'Whale'	'known'	'(Cuvier, 1823)'								
'MM_137115'	'WoRMS'	'137115'	'S'	'Delphinapterus leucas'	'White Whale (Beluga)'	'http://www.marinespecies.org/aphia.php?p=taxdetails&id=137115 '	'4.88m'		'https://www.fisheries.noaa.gov/species/beluga-whale'	'f'	't'	'f'	'f'	'Cetacean'	'Whale'	'known'	'(Pallas, 1776)'								
'MM_136980'	'WoRMS'	'136980'	'UI'	'Delphinidae sp.'	'unidentified dolphin'					'f'	't'	'f'	'f'	'Cetacean'	'Dolphin'	'unknown'									
'MM_137111'	'WoRMS'	'137111'	'S'	'Tursiops truncatus'	'Bottlenose Dolphin'	'http://www.marinespecies.org/aphia.php?p=taxdetails&id=137111 '	'1.83 - 3.96m'		'https://www.fisheries.noaa.gov/species/common-bottlenose-dolphin'	'f'	't'	'f'	'f'	'Cetacean'	'Dolphin'	'known'	'(Montagu, 1821)'								
'MM_137094'	'WoRMS'	'137094'	'S'	'Delphinus delphis'	'Short-beaked Common Dolphin'	'http://www.marinespecies.org/aphia.php?p=taxdetails&id=137094 '	'1.83m'		'https://www.fisheries.noaa.gov/species/short-beaked-common-dolphin#overview'	'f'	't'	'f'	'f'	'Cetacean'	'Dolphin'	'known'	'(Linnaeus, 1758)'								
'MM_137020'	'WoRMS'	'137020'	'SG'	'Lagenorhynchus sp.'	'White-beaked/White-sided Dolphin'					'f'	't'	'f'	'f'	'Cetacean'	'Dolphin'	'known'									
'MM_137101'	'WoRMS'	'137101'	'S'	'Lagenorhynchus albirostris'	'White-beaked Dolphin'	'http://www.marinespecies.org/aphia.php?p=taxdetails&id=137101 '	'2.38 - 3.12m'		'https://www.fisheries.noaa.gov/species/white-beaked-dolphin#overview'	'f'	't'	'f'	'f'	'Cetacean'	'Dolphin'	'known'	'(Gray, 1846)'								
'MM_137100'	'WoRMS'	'137100'	'S'	'Lagenorhynchus acutus'	'Atlantic White-sided Dolphin'	'http://www.marinespecies.org/aphia.php?p=taxdetails&id=137100 '	'2.74m'		'https://www.fisheries.noaa.gov/species/atlantic-white-sided-dolphin'	'f'	't'	'f'	'f'	'Cetacean'	'Dolphin'	'known'	'(Gray, 1828)'								
'MM_137107'	'WoRMS'	'137107'	'S'	'Stenella coeruleoalba'	'Striped Dolphin'	'http://www.marinespecies.org/aphia.php?p=taxdetails&id=137107 '	'F: 2.44m  M:2.74m'		'https://www.fisheries.noaa.gov/species/striped-dolphin'	'f'	't'	'f'	'f'	'Cetacean'	'Dolphin'	'known'	'(Meyen, 1833)'								
'MM_000040'	'Custom'	'000040'	'SG'	'Delphinus delphis/Stenella coeruleoalba'	'Short-beaked Common Dolphin/Striped Dolphin'					'f'	't'	'f'	'f'	'Cetacean'	'Dolphin'	'known'									
'MM_137098'	'WoRMS'	'137098'	'S'	'Grampus griseus'	'Risso´s Dolphin'	'http://www.marinespecies.org/aphia.php?p=taxdetails&id=137098 '	'2.6 - 3.96m'		'https://www.fisheries.noaa.gov/species/rissos-dolphin'	'f'	't'	'f'	'f'	'Cetacean'	'Dolphin'	'known'	'(G. Cuvier, 1812)'								
'MM_137117'	'WoRMS'	'137117'	'S'	'Phocoena phocoena'	'Harbour Porpoise'	'http://www.marinespecies.org/aphia.php?p=taxdetails&id=137117 '	'1.52 - 1.68m'		'https://www.fisheries.noaa.gov/species/harbor-porpoise'	'f'	't'	'f'	'f'	'Cetacean'	'Porpoise'	'known'	'(Linnaeus, 1758)'								
'MM_137117A'	'WoRMS'	'137117A'	'SA'	'Phocoena phocoena juv.'	'Harbour Porpoise juv.'					'f'	't'	'f'	'f'	'Cetacean'	'Porpoise'	'known'									
'MM_148736'	'WoRMS'	'148736'	'UI'	'Pinnipedia sp.'	'unidentified Pinniped (Grey/Harbour Seal)'					'f'	't'	'f'	'f'	'Pinniped'	'Seal'	'unknown'									
'MM_137080'	'WoRMS'	'137080'	'S'	'Halichoerus grypus'	'Grey Seal'	'http://www.marinespecies.org/aphia.php?p=taxdetails&id=137080 '	'1.8 - 2.2m '		'https://animaldiversity.org/accounts/Halichoerus_grypus/'	'f'	't'	'f'	'f'	'Pinniped'	'Seal'	'known'	'(Fabricius, 1791)'								
'MM_137084'	'WoRMS'	'137084'	'S'	'Phoca vitulina'	'Harbour Seal'	'http://www.marinespecies.org/aphia.php?p=taxdetails&id=137084 '	'1.5 - 1.73m'		'https://www.fisheries.noaa.gov/species/harbor-seal'	'f'	't'	'f'	'f'	'Pinniped'	'Seal'	'known'	'Linnaeus, 1758'								
'MM_137077'	'WoRMS'	'137077'	'S'	'Odobenus rosmarus'	'Walrus'	'http://www.marinespecies.org/aphia.php?p=taxdetails&id=137077 '	'3m'		'https://animaldiversity.org/accounts/Odobenus_rosmarus/'	'f'	't'	'f'	'f'	'Pinniped'	'Walrus'	'known'	'(Linnaeus, 1758)'								
'FI_000001'	'Custom'	'000001'	'UI'		'unidentified shark'					'f'	'f'	'f'	'f'	'Fish'	'Shark'	'unknown'									
'FI_105837'	'WoRMS'	'105837'	'S'	'Cetorhinus maximus'	'Basking Shark'	'http://www.marinespecies.org/aphia.php?p=taxdetails&id=105837 '	'12m'		'https://www.marlin.ac.uk/species/detail/1438'	'f'	'f'	'f'	'f'	'Fish'	'Shark'	'known'	'(Gunnerus, 1765)'								
'FI_105801'	'WoRMS'	'105801'	'S'	'Prionace glauca'	'Blue Shark'	'http://www.marinespecies.org/aphia.php?p=taxdetails&id=105801 '	'3.83m'		'http://www.fao.org/fishery/species/2018/en'	'f'	'f'	'f'	'f'	'Fish'	'Shark'	'known'	'(Linnaeus, 1758)'								
'FI_127405'	'WoRMS'	'127405'	'S'	'Mola mola'	'Sunfish'	'http://www.marinespecies.org/aphia.php?p=taxdetails&id=127405 '	'33.27m'		'https://www.wildlifetrusts.org/wildlife-explorer/marine/fish-sharks-skates-and-rays/sunfish'	'f'	'f'	'f'	'f'	'Fish'	'Fish'	'known'	'(Linnaeus, 1758)'								
'FI_127029'	'WoRMS'	'127029'	'S'	'Thunnus thynnus'	'Atlantic bluefin tuna'	'http://www.marinespecies.org/aphia.php?p=taxdetails&id=127029 '	'3m'		'https://www.marlin.ac.uk/species/detail/55'	'f'	'f'	'f'	'f'	'Fish'	'Fish'	'known'	'(Linnaeus, 1758)'								
'FI_126065'	'WoRMS'	'126065'	'UI'	'Thunnus sp.'	'unidentified tuna sp.'					'f'	'f'	'f'	'f'	'Fish'	'Fish'	'known'									
'FI_000010'	'Custom'	'000010'	'UI'		'unidentified Fish spp.'					'f'	'f'	'f'	'f'	'Fish'	'Fish'	'unknown'									
